City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
328,Cherkasskoye,RU,52.4333,47.2167,9.93,95,90,1.34,overcast clouds
329,Kontagora,NG,10.3999,5.4695,75.88,20,12,4.05,few clouds
330,Lazaro Cardenas,MX,17.9583,-102.2,73.74,82,0,0.96,clear sky
331,Jabinyanah,TN,35.035,10.9081,57.2,82,20,6.15,few clouds
332,Kununurra,AU,-15.7667,128.7333,91.4,58,89,8.05,overcast clouds
333,Georgetown,MY,5.4112,100.3354,82.4,94,20,4.61,few clouds
334,Lima,PE,-12.0432,-77.0282,73.99,83,0,13.8,clear sky
335,Fairbanks,US,64.8378,-147.7164,12.0,72,75,2.06,broken clouds
336,Kahama,TZ,-3.8333,32.6,63.07,97,100,2.44,light rain
337,Manzanillo,CU,20.3433,-77.1167,74.84,76,78,6.73,broken clouds
338,Ninh Binh,VN,20.2539,105.975,72.43,77,93,4.29,overcast clouds
339,Talnakh,RU,69.4865,88.3972,-4.04,91,100,0.58,overcast clouds
340,Prado,BR,-17.3411,-39.2208,77.52,87,32,11.34,scattered clouds
341,Yarada,IN,17.65,83.2667,75.2,100,0,3.44,mist
342,Huntington,US,38.4193,-82.4452,37.4,32,1,4.61,clear sky
343,Beroroha,MG,-21.6667,45.1667,70.03,89,0,1.61,clear sky
344,Mutoko,ZW,-17.397,32.2268,57.99,100,14,3.44,few clouds
345,Penzance,GB,50.1186,-5.5371,35.01,80,15,8.05,few clouds
346,Shahdadkot,PK,27.8477,67.9055,68.95,24,0,6.2,clear sky
347,Sisimiut,GL,66.9395,-53.6735,14.65,93,85,13.15,overcast clouds
